"","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","d11","d12","d13","d14","d15","d16","class"
"10432",6,11,6,8,4,5,12,2,8,12,9,4,1,11,2,4,"T"
"10433",4,6,6,4,4,8,5,7,5,6,5,7,3,8,4,9,"P"
"10434",4,9,5,7,4,5,11,2,7,11,9,5,1,10,3,5,"F"
"10435",4,5,5,3,2,4,11,2,7,11,10,5,1,11,2,5,"Y"
"10436",2,1,3,2,2,6,10,4,5,10,9,5,1,9,3,7,"F"
"10437",7,14,5,8,3,9,6,6,5,13,3,7,3,8,5,11,"I"
"10438",3,6,4,4,2,9,3,2,6,9,2,10,1,5,3,9,"L"
"10439",5,10,6,8,6,8,6,11,1,6,8,8,9,5,2,5,"M"
"10440",5,11,6,8,5,4,6,7,3,7,7,12,4,8,3,11,"K"
"10441",1,3,3,2,1,7,8,4,3,11,5,4,1,9,2,8,"P"
"10442",4,8,4,9,6,7,10,5,3,6,10,11,3,9,6,8,"Q"
"10443",7,7,6,10,4,9,7,6,6,4,11,7,5,10,3,7,"Y"
"10444",7,10,7,8,4,4,11,2,4,9,11,7,4,9,1,7,"V"
"10445",4,7,6,5,4,5,7,5,8,7,6,12,3,8,5,10,"K"
"10446",4,8,6,6,3,7,11,3,4,6,12,9,2,10,1,8,"V"
"10447",3,5,4,4,4,7,7,5,6,6,6,6,2,8,7,10,"B"
"10448",4,10,6,8,8,7,7,3,5,6,7,10,5,10,8,8,"E"
"10449",5,11,7,8,7,9,8,5,5,10,5,4,4,8,5,9,"D"
"10450",4,4,8,3,4,7,6,3,4,9,8,9,8,6,2,8,"M"
"10451",4,10,6,7,1,7,12,2,3,8,12,8,1,10,0,8,"Y"
"10452",3,7,5,6,5,6,8,3,4,7,4,9,5,3,4,9,"K"
"10453",3,1,4,1,2,6,7,4,7,7,6,11,2,8,4,10,"K"
"10454",6,9,5,4,2,6,5,3,7,10,4,12,2,6,6,8,"L"
"10455",5,9,6,11,7,8,6,8,4,5,6,9,3,8,6,10,"Q"
"10456",2,0,2,1,1,8,6,5,5,6,5,9,1,8,5,10,"G"
"10457",1,0,2,1,0,2,1,5,5,0,2,5,0,8,0,8,"L"
"10458",3,7,4,6,2,7,5,9,6,5,5,7,3,8,4,8,"Q"
"10459",5,6,6,8,4,8,7,13,2,6,9,8,9,6,0,8,"M"
"10460",1,3,2,2,1,5,10,4,4,10,8,5,1,9,3,7,"F"
"10461",5,10,6,7,5,7,7,7,7,6,5,10,1,7,5,11,"G"
"10462",1,3,2,1,1,10,7,2,4,11,5,9,1,7,0,7,"J"
"10463",5,8,8,6,6,10,7,4,6,10,3,5,3,8,3,8,"D"
"10464",5,11,7,8,7,5,6,3,7,6,6,9,4,8,6,9,"K"
"10465",2,6,4,4,2,7,11,3,3,7,11,8,2,10,1,8,"V"
"10466",8,11,6,6,3,8,5,4,6,8,3,8,5,7,5,8,"O"
"10467",4,6,5,4,3,8,7,7,5,10,6,8,3,8,3,8,"O"
"10468",4,11,7,8,7,4,10,2,3,8,9,9,8,10,1,8,"W"
"10469",4,6,4,4,3,8,7,7,6,9,5,7,3,8,3,8,"O"
"10470",3,4,5,3,3,8,8,3,5,9,5,7,3,6,4,10,"R"
"10471",3,5,4,3,2,8,7,7,4,9,6,8,2,8,3,8,"O"
"10472",3,9,4,7,3,8,6,0,7,13,6,9,0,7,2,7,"I"
"10473",4,7,5,5,3,5,8,7,7,8,8,14,1,10,4,10,"C"
"10474",1,3,2,4,1,11,4,9,3,12,8,13,1,6,0,8,"J"
"10475",4,10,5,8,4,6,5,3,1,6,1,8,2,7,2,7,"A"
"10476",4,6,5,4,3,7,8,8,6,8,8,6,3,8,4,8,"O"
"10477",4,7,6,6,5,5,7,7,7,7,6,7,4,6,5,6,"D"
"10478",5,10,7,7,6,4,9,5,1,7,9,8,8,10,0,8,"W"
"10479",1,0,2,0,0,7,8,11,1,7,6,8,2,8,0,8,"H"
"10480",2,1,2,1,0,7,9,2,2,6,12,8,1,10,0,8,"Y"
"10481",4,9,5,7,4,5,8,6,7,8,9,10,3,9,1,8,"U"
"10482",1,0,1,0,0,3,11,4,3,11,9,7,0,8,2,8,"F"
"10483",3,5,4,3,2,8,8,2,7,10,5,6,1,9,5,8,"S"
"10484",7,10,8,8,5,5,7,6,6,9,8,9,2,9,5,9,"G"
"10485",5,11,5,8,4,6,6,10,7,6,7,7,2,8,9,10,"B"
"10486",6,10,8,7,6,11,5,3,7,11,3,7,3,8,6,12,"B"
"10487",1,0,2,0,1,8,6,9,0,6,8,8,5,6,0,8,"M"
"10488",5,9,6,7,5,8,8,8,4,7,7,8,3,8,3,7,"O"
"10489",3,7,4,5,2,7,4,2,8,7,2,8,1,6,3,8,"L"
"10490",4,7,6,5,5,7,7,2,4,9,7,9,7,6,2,8,"M"
"10491",2,1,3,1,0,7,15,1,4,7,11,8,0,8,0,8,"T"
"10492",8,13,9,7,5,6,8,2,8,11,7,9,4,8,4,6,"X"
"10493",2,6,4,4,5,8,8,4,2,6,7,7,6,11,7,7,"B"
"10494",4,7,6,5,7,8,6,4,2,7,6,9,6,8,7,13,"G"
"10495",5,10,5,5,4,7,8,3,4,9,6,7,6,7,8,6,"B"
"10496",7,13,8,7,6,8,8,3,5,10,4,8,6,6,5,8,"H"
"10497",4,6,6,4,5,9,4,4,4,9,6,9,4,7,9,10,"S"
"10498",7,11,7,8,4,5,8,6,8,12,8,13,3,10,4,6,"C"
"10499",6,10,5,5,3,5,5,5,5,4,7,8,5,9,2,7,"U"
"10500",5,8,8,6,4,9,7,1,8,10,4,7,3,9,4,9,"X"
"10501",3,6,4,5,2,8,7,8,6,6,5,9,3,8,4,8,"Q"
"10502",10,15,11,8,5,7,7,2,4,13,7,8,6,8,0,7,"N"
"10503",4,7,5,5,4,8,7,2,7,11,6,8,3,9,4,9,"E"
"10504",3,9,4,6,2,7,7,4,13,10,6,8,0,8,8,8,"Z"
"10505",6,9,6,6,3,3,12,3,3,10,11,8,2,10,1,7,"V"
"10506",3,6,3,7,4,8,8,6,1,8,7,10,2,9,5,8,"Q"
"10507",6,8,8,7,9,8,7,6,3,7,7,8,7,11,7,9,"G"
"10508",2,4,4,3,2,9,6,4,6,10,4,6,2,8,3,8,"D"
"10509",3,9,4,7,1,0,1,6,6,0,0,6,0,8,0,8,"L"
"10510",3,10,5,8,1,14,1,8,5,14,3,11,0,7,0,8,"J"
"10511",0,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"10512",5,9,8,6,7,8,11,2,2,6,8,8,8,14,1,7,"W"
"10513",2,3,3,4,3,8,9,5,1,5,7,10,2,9,5,10,"Q"
"10514",9,13,8,8,5,8,5,4,6,6,7,6,6,8,4,6,"U"
"10515",5,9,5,7,4,7,7,8,5,10,6,7,3,8,4,8,"O"
"10516",0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"10517",2,5,3,3,1,6,4,1,8,7,2,10,0,7,2,8,"L"
"10518",4,5,7,4,3,6,8,1,9,10,8,8,2,8,3,7,"X"
"10519",3,5,4,4,2,6,11,2,7,11,9,5,1,11,3,4,"T"
"10520",5,11,7,8,5,10,4,1,8,10,2,10,0,6,3,10,"L"
"10521",7,15,7,8,5,10,2,5,2,11,5,12,6,3,6,10,"A"
"10522",8,15,9,9,6,6,8,3,6,10,9,10,6,11,4,8,"K"
"10523",4,11,6,8,5,6,9,6,5,7,7,8,6,9,1,7,"N"
"10524",3,8,5,6,5,7,8,5,8,6,5,9,3,8,5,9,"E"
"10525",4,8,5,6,3,3,7,6,11,7,7,14,0,8,7,7,"E"
"10526",4,6,5,4,5,8,6,7,6,6,6,5,3,9,7,9,"B"
"10527",5,8,8,6,8,8,6,4,4,7,6,7,7,11,7,4,"N"
"10528",3,8,5,6,3,9,3,1,2,7,2,8,2,6,2,7,"A"
"10529",4,8,5,6,5,8,8,6,7,7,6,6,2,8,7,10,"B"
"10530",5,8,8,6,3,4,8,5,2,7,9,8,8,9,0,8,"W"
"10531",6,11,9,8,9,7,7,6,7,7,6,8,6,8,4,8,"H"
"10532",2,2,4,3,2,7,12,2,2,6,11,9,2,11,0,7,"V"
"10533",4,7,6,5,5,10,6,2,5,10,4,7,3,7,5,11,"B"
"10534",7,6,6,9,4,9,6,5,5,5,12,6,4,11,4,6,"Y"
"10535",3,6,5,4,7,9,7,5,1,7,6,8,7,10,2,7,"W"
"10536",6,11,8,8,9,5,8,3,7,7,6,10,5,8,7,8,"T"
"10537",2,1,3,2,1,7,7,6,5,6,6,10,2,8,4,10,"G"
"10538",4,6,6,4,5,7,8,5,3,6,6,8,5,7,7,7,"G"
"10539",5,7,6,5,3,8,7,2,9,12,5,10,2,9,6,9,"Z"
"10540",4,10,6,8,2,8,8,4,3,6,14,8,3,9,0,8,"V"
"10541",5,9,5,7,5,5,10,8,3,8,5,5,1,9,6,6,"P"
"10542",4,11,5,8,4,8,5,3,0,7,1,8,2,6,3,8,"A"
"10543",4,8,6,6,4,9,7,2,6,10,2,7,4,7,3,10,"K"
"10544",7,12,6,6,6,8,7,4,5,9,6,8,6,8,8,8,"B"
"10545",5,5,6,3,4,4,11,3,2,9,9,7,7,12,1,6,"W"
"10546",2,3,3,5,1,9,14,0,6,5,11,8,0,8,0,8,"T"
"10547",2,3,3,4,2,7,8,4,2,8,9,10,2,9,4,8,"Q"
"10548",4,6,4,8,4,7,9,4,4,8,10,11,3,9,6,8,"Q"
"10549",3,6,4,4,3,7,8,8,7,7,8,7,2,8,4,8,"O"
"10550",2,8,2,6,1,14,3,5,4,13,3,10,0,7,0,8,"J"
"10551",11,11,11,6,5,4,9,5,6,4,2,12,9,11,2,8,"M"
"10552",2,1,2,2,1,8,7,4,7,5,6,7,0,8,8,8,"S"
"10553",3,4,4,7,2,5,7,11,8,6,5,5,3,8,4,8,"D"
"10554",4,7,4,5,2,6,10,9,4,7,4,8,3,7,6,11,"R"
"10555",1,0,1,0,0,5,10,7,2,9,6,5,1,9,3,8,"P"
"10556",2,1,2,1,0,8,6,11,4,7,12,8,3,10,0,8,"U"
"10557",0,0,1,0,0,2,2,5,4,1,2,6,0,8,0,8,"L"
"10558",3,5,6,4,2,7,11,1,7,7,11,8,2,11,2,8,"Y"
"10559",5,10,7,8,7,8,8,7,6,7,6,7,3,8,3,7,"H"
"10560",4,9,6,7,4,3,12,5,4,12,9,5,2,10,2,5,"F"
"10561",3,4,5,3,2,7,9,2,5,10,6,6,5,9,1,7,"N"
"10562",4,9,6,6,5,7,7,3,9,5,7,9,5,7,8,8,"X"
"10563",4,11,5,8,3,6,9,11,5,7,5,8,3,8,5,10,"R"
"10564",2,4,3,2,2,8,8,3,5,10,6,6,2,8,5,9,"B"
"10565",3,7,4,5,2,0,1,4,5,1,1,7,0,8,0,8,"L"
"10566",8,10,7,7,3,3,12,4,4,10,12,8,3,10,1,8,"V"
"10567",1,0,2,1,1,6,7,8,6,6,6,6,2,8,3,8,"D"
"10568",5,8,7,10,7,10,5,4,4,8,3,6,3,5,8,8,"Z"
"10569",5,5,6,4,2,4,12,3,3,10,11,7,3,10,1,7,"V"
"10570",5,9,7,8,6,6,8,2,4,7,7,9,8,7,4,8,"A"
"10571",2,2,2,3,1,7,8,5,1,7,8,10,2,9,4,8,"Q"
"10572",3,8,4,6,2,7,5,14,5,7,13,8,3,9,0,8,"U"
"10573",3,5,4,7,7,7,5,4,2,7,7,9,5,10,4,8,"Y"
"10574",2,5,3,4,1,4,3,4,7,2,2,5,0,7,0,6,"L"
"10575",3,2,5,3,1,6,12,3,4,8,11,8,2,10,1,8,"V"
"10576",5,10,5,8,6,6,8,9,5,6,5,7,2,8,5,11,"R"
"10577",4,9,5,7,4,8,8,8,7,8,4,7,2,7,9,8,"S"
"10578",6,7,8,6,6,7,4,4,5,7,4,9,5,4,7,7,"Q"
"10579",4,8,6,6,3,9,2,2,2,7,1,8,2,7,3,7,"A"
"10580",1,3,3,1,1,6,8,2,7,11,8,9,1,8,3,8,"E"
"10581",6,10,6,7,3,4,14,8,1,11,6,3,1,10,4,8,"P"
"10582",10,10,10,8,7,2,11,2,3,10,10,8,7,11,2,7,"W"
"10583",3,4,4,6,2,8,7,6,9,5,6,8,0,8,9,8,"S"
"10584",2,1,3,2,1,6,6,5,5,6,6,9,2,9,4,8,"G"
"10585",3,4,3,3,2,5,8,5,7,10,9,8,3,9,2,6,"U"
"10586",5,5,6,7,3,8,7,8,6,6,6,9,3,8,5,9,"Q"
"10587",6,9,6,7,6,3,12,2,2,10,9,8,6,11,2,7,"W"
"10588",4,9,5,7,3,3,3,7,8,1,0,5,1,6,1,6,"L"
"10589",4,9,6,6,4,9,7,4,6,9,4,7,3,7,5,10,"R"
"10590",4,7,5,5,5,5,7,3,5,7,6,10,5,10,3,8,"C"
"10591",4,7,5,5,2,5,7,10,9,7,7,6,3,8,4,8,"D"
"10592",4,9,6,7,7,7,7,5,5,6,7,8,8,7,3,7,"M"
"10593",2,1,3,2,1,7,8,6,7,7,10,8,3,9,1,8,"U"
"10594",5,7,6,5,5,7,10,8,6,8,6,7,3,7,3,9,"H"
"10595",4,10,5,9,5,8,7,7,5,6,8,8,3,7,6,11,"Q"
"10596",2,4,3,3,2,8,7,4,5,9,4,5,2,8,2,8,"D"
"10597",4,8,5,6,3,7,7,3,6,15,6,9,1,6,1,7,"J"
"10598",4,9,5,7,3,6,8,9,8,9,8,12,2,10,4,9,"C"
"10599",4,8,5,6,5,7,8,8,5,7,8,8,3,8,3,8,"O"
"10600",3,5,5,3,3,9,6,2,6,10,4,7,4,7,6,9,"B"
"10601",5,11,7,8,4,7,7,2,10,12,5,9,1,9,6,8,"Z"
"10602",6,11,6,6,3,6,10,2,7,12,7,6,2,9,5,4,"T"
"10603",4,10,5,7,2,7,7,9,7,7,7,8,3,8,4,8,"O"
"10604",1,3,2,2,1,7,7,1,7,13,6,8,0,8,1,8,"I"
"10605",1,0,1,0,0,7,7,9,3,7,12,8,2,10,0,8,"U"
"10606",1,9,1,7,2,8,7,0,8,7,6,7,0,8,3,7,"I"
"10607",3,8,5,6,1,7,8,4,3,7,14,8,3,10,0,8,"V"
"10608",2,3,3,2,1,8,8,5,6,6,9,8,3,10,1,8,"U"
"10609",2,6,4,4,1,7,8,2,6,15,6,9,0,7,1,7,"J"
"10610",4,6,6,4,5,8,8,6,4,6,5,6,4,8,6,5,"B"
"10611",4,5,6,7,1,7,10,2,2,7,13,8,2,11,0,8,"Y"
"10612",8,11,8,8,4,3,11,2,9,12,11,5,0,10,2,4,"Y"
"10613",6,10,4,5,3,6,8,4,4,7,4,7,4,8,5,8,"O"
"10614",3,10,4,7,2,7,7,4,4,7,6,8,3,8,4,8,"X"
"10615",3,7,4,5,2,6,3,1,8,8,2,11,0,7,2,8,"L"
"10616",2,2,4,3,1,6,10,1,7,8,11,8,1,11,2,7,"Y"
"10617",4,8,6,6,6,7,6,6,2,7,7,8,6,8,4,10,"W"
"10618",4,7,5,5,4,8,8,7,4,7,7,6,4,9,3,7,"O"
"10619",3,6,4,4,3,7,6,12,1,7,8,8,3,9,0,8,"H"
"10620",4,7,4,4,1,7,7,5,4,7,6,8,3,8,4,8,"X"
"10621",2,3,3,1,1,6,12,3,6,11,9,5,1,11,2,5,"T"
"10622",4,8,6,6,6,8,6,7,3,7,5,7,4,6,7,8,"R"
"10623",5,8,8,6,3,9,8,5,2,7,8,8,9,9,0,8,"W"
"10624",5,10,7,8,8,9,7,6,5,6,7,5,8,7,3,5,"M"
"10625",2,3,4,1,1,7,9,4,3,11,4,4,1,9,2,8,"P"
"10626",4,6,4,4,3,6,7,8,6,7,6,6,2,8,9,10,"B"
"10627",4,7,4,5,3,4,12,5,4,11,9,5,2,12,1,5,"T"
"10628",4,8,5,6,3,7,5,8,5,6,4,7,3,8,3,8,"O"
"10629",8,13,8,7,5,9,6,3,6,10,1,7,6,5,4,8,"K"
"10630",3,7,3,4,2,5,11,8,4,7,3,9,3,7,5,11,"R"
"10631",5,6,6,4,5,7,6,6,4,7,6,8,3,8,7,10,"P"
"10632",3,9,4,6,2,6,8,0,8,14,7,8,0,8,1,7,"I"
"10633",5,9,4,5,2,7,9,3,5,12,6,5,2,8,6,6,"F"
"10634",5,9,4,4,2,8,7,5,4,10,5,10,3,8,7,10,"E"
"10635",5,8,6,6,5,8,7,6,3,7,6,10,4,8,8,9,"E"
"10636",3,7,5,5,4,10,7,3,5,10,3,7,3,7,3,10,"R"
"10637",4,2,4,3,3,7,8,5,5,7,7,6,6,9,3,6,"N"
"10638",3,7,4,4,1,4,8,7,2,7,5,11,3,8,3,10,"K"
"10639",4,6,6,4,6,8,8,4,4,6,7,8,6,10,7,6,"R"
"10640",4,9,6,7,4,7,8,6,5,7,7,7,6,9,2,6,"N"
"10641",2,1,2,1,1,7,7,7,5,6,5,7,1,8,7,10,"B"
"10642",5,7,7,5,4,6,6,3,5,10,9,9,7,5,2,8,"M"
"10643",4,10,5,8,3,4,4,1,9,6,1,10,0,7,2,7,"L"
"10644",8,14,8,8,6,3,8,1,4,9,10,8,9,11,2,5,"W"
"10645",2,3,2,2,1,8,7,6,3,9,6,8,2,8,3,8,"O"
"10646",4,7,5,5,6,8,6,4,1,7,8,8,7,9,4,7,"V"
"10647",4,9,6,7,7,8,6,5,4,8,6,9,5,7,13,9,"S"
"10648",4,9,6,7,4,6,10,3,7,10,9,4,1,10,5,7,"P"
"10649",2,8,3,6,1,11,3,10,3,13,7,13,1,6,0,8,"J"
"10650",4,7,5,5,4,8,7,5,7,5,6,8,0,9,9,8,"S"
"10651",3,6,5,6,4,6,7,3,8,8,6,9,3,7,7,6,"T"
"10652",0,0,1,0,0,7,7,3,5,7,6,8,2,8,3,8,"X"
"10653",2,1,2,2,1,7,6,10,0,7,8,8,6,6,0,8,"M"
"10654",8,10,8,8,7,2,12,2,2,10,9,8,6,12,2,6,"W"
"10655",1,0,1,1,1,5,7,5,7,7,6,12,0,8,6,9,"E"
"10656",2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,"T"
"10657",1,0,1,0,0,6,8,6,3,7,5,7,2,7,3,10,"R"
"10658",4,8,5,6,5,6,7,5,4,7,5,8,3,7,6,11,"H"
"10659",3,6,4,4,2,10,11,2,8,5,11,9,1,11,1,9,"T"
"10660",2,3,3,2,1,4,8,4,5,11,10,9,3,9,1,6,"U"
"10661",7,12,6,6,4,10,4,3,6,10,2,7,4,7,4,12,"D"
"10662",8,12,7,6,3,5,9,4,6,4,4,11,5,10,2,7,"N"
"10663",3,7,5,5,2,8,9,4,1,6,12,8,2,10,0,8,"V"
"10664",4,8,6,6,5,10,6,4,6,9,3,6,3,9,3,8,"D"
"10665",4,9,6,6,4,7,7,2,10,12,6,10,1,9,6,8,"Z"
"10666",3,2,4,4,3,7,7,6,8,7,7,9,2,8,6,9,"E"
"10667",4,9,6,7,5,7,7,3,8,5,6,8,3,8,6,7,"X"
"10668",5,7,8,6,6,9,7,3,5,6,8,6,4,10,4,5,"A"
"10669",3,8,4,6,2,0,2,4,6,1,0,7,0,8,0,8,"L"
"10670",5,7,6,5,3,6,7,6,6,10,8,8,2,9,5,9,"G"
"10671",6,10,8,8,7,8,8,6,6,6,5,7,3,6,6,9,"R"
"10672",4,11,7,9,4,11,3,2,3,9,2,9,5,5,3,9,"A"
"10673",6,9,8,7,6,8,7,6,5,5,9,8,3,9,8,5,"Y"
"10674",4,1,5,3,3,9,6,6,4,6,7,6,8,6,2,5,"M"
"10675",4,9,5,6,3,5,13,6,4,11,9,4,3,12,2,4,"T"
"10676",3,9,6,6,2,8,4,3,2,7,1,8,3,7,3,8,"A"
"10677",3,6,5,4,4,9,7,3,5,10,3,7,3,7,3,10,"R"
"10678",4,9,6,6,7,8,6,6,6,6,6,5,2,8,6,10,"B"
"10679",5,6,6,8,4,8,7,12,2,6,9,8,8,6,0,8,"M"
"10680",3,10,5,8,8,9,8,4,5,7,6,6,4,7,8,5,"D"
"10681",3,4,4,6,1,1,13,5,3,12,10,6,0,8,2,6,"F"
"10682",5,6,7,4,5,12,5,3,4,9,2,6,7,6,2,8,"M"
"10683",4,9,5,6,3,6,9,7,8,13,8,7,2,11,3,7,"C"
"10684",10,13,8,8,4,8,8,4,7,13,4,6,2,7,7,8,"F"
"10685",4,8,7,7,8,9,8,4,4,7,4,7,6,7,6,4,"R"
"10686",3,7,5,5,2,6,9,4,2,8,13,8,2,10,0,8,"V"
"10687",5,9,7,7,3,7,8,1,9,10,6,8,3,8,4,7,"X"
"10688",4,9,6,7,4,8,5,2,9,11,4,10,2,7,7,9,"Z"
"10689",3,5,4,3,2,8,7,2,7,10,6,8,1,9,5,8,"S"
"10690",3,4,4,6,2,7,7,3,13,10,6,8,0,8,8,8,"Z"
"10691",4,10,6,7,5,10,6,1,7,11,4,8,3,8,4,11,"E"
"10692",4,8,4,6,2,7,9,15,1,7,4,8,3,8,0,8,"H"
"10693",1,1,1,1,1,4,7,5,8,7,6,13,0,8,6,9,"E"
"10694",7,11,9,8,12,8,5,6,2,7,6,8,11,10,8,14,"O"
"10695",1,0,1,0,0,8,7,4,6,5,6,7,0,8,7,8,"S"
"10696",8,8,8,6,5,4,11,3,3,9,9,7,8,11,2,6,"W"
"10697",3,6,4,4,4,6,8,8,4,7,6,8,2,7,5,11,"R"
"10698",5,10,6,7,3,7,7,15,2,4,6,8,6,8,0,8,"N"
"10699",1,1,2,1,0,6,7,6,9,7,6,14,0,8,4,10,"C"
"10700",4,10,6,8,6,8,6,7,4,5,7,11,6,7,8,8,"Q"
"10701",3,7,5,5,4,5,10,2,2,8,9,9,7,11,1,8,"W"
"10702",4,9,4,4,2,8,5,4,7,8,6,8,3,9,8,11,"Q"
"10703",7,11,9,8,8,10,6,3,6,10,3,7,5,7,6,11,"B"
"10704",4,7,5,5,3,8,8,2,8,7,6,7,0,8,4,7,"I"
"10705",6,9,5,4,3,7,8,6,6,10,5,6,4,7,5,7,"G"
"10706",5,8,5,10,7,8,8,6,2,7,8,11,3,9,6,8,"Q"
"10707",2,3,4,4,1,10,5,3,1,8,1,8,2,7,2,8,"A"
"10708",9,14,6,8,3,10,4,5,5,13,3,8,3,7,5,10,"I"
"10709",4,9,5,7,2,7,7,4,15,9,6,8,0,8,8,8,"Z"
"10710",5,9,6,7,4,3,8,6,7,12,10,13,1,9,3,7,"C"
"10711",2,7,4,5,2,8,11,2,2,5,10,8,2,11,0,9,"V"
"10712",7,15,8,8,5,9,6,3,6,11,2,7,5,7,4,9,"K"
"10713",4,9,5,7,4,3,7,7,3,7,6,11,3,8,3,11,"K"
"10714",4,6,6,4,3,8,6,7,7,7,6,8,4,10,4,8,"C"
"10715",3,9,5,6,4,6,6,6,6,6,6,9,2,9,4,8,"G"
"10716",6,10,8,8,9,7,10,6,4,7,7,8,6,8,6,8,"M"
"10717",4,9,6,6,3,3,12,5,4,13,9,5,1,10,2,5,"F"
"10718",5,10,8,8,10,8,5,4,5,6,7,6,10,6,6,5,"U"
"10719",2,3,2,1,1,7,8,6,7,8,9,7,3,10,1,8,"U"
"10720",6,11,7,8,5,9,7,3,6,10,4,7,2,9,5,9,"S"
"10721",4,7,5,5,2,5,9,3,5,15,8,10,1,6,1,7,"J"
"10722",4,8,5,6,5,4,10,2,5,10,10,6,1,10,3,6,"F"
"10723",4,6,4,4,3,6,11,3,7,11,9,4,2,12,3,5,"T"
"10724",6,10,5,5,4,9,6,4,6,11,5,7,4,7,9,10,"Q"
"10725",2,4,3,3,2,8,7,3,5,9,6,6,3,8,5,9,"B"
"10726",4,9,5,6,4,9,8,6,6,8,5,7,3,8,5,10,"R"
"10727",5,5,6,4,2,3,9,5,7,11,11,9,3,9,1,6,"U"
"10728",8,10,8,8,6,2,11,2,3,10,10,8,7,11,1,7,"W"
"10729",10,14,9,8,5,8,9,4,6,8,9,5,6,12,4,8,"V"
"10730",3,6,6,8,2,9,4,3,2,8,1,8,3,7,2,8,"A"
"10731",3,7,5,5,4,4,10,5,5,11,10,6,2,10,3,6,"F"
"10732",5,8,6,6,3,7,8,6,8,5,9,9,3,9,1,8,"U"
"10733",1,3,3,1,1,6,7,2,6,11,6,9,2,8,3,9,"E"
"10734",3,4,4,3,2,5,11,4,6,11,9,5,1,10,3,6,"F"
"10735",3,5,4,4,3,7,7,6,6,7,6,5,5,8,3,7,"D"
"10736",2,2,3,3,2,8,7,6,2,6,6,9,2,9,4,9,"Q"
"10737",5,9,5,5,2,8,8,2,7,11,6,6,2,10,5,8,"F"
"10738",7,11,10,8,10,8,7,5,5,6,7,7,11,8,4,6,"M"
"10739",2,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8,"I"
"10740",3,7,5,6,5,7,7,4,4,6,6,9,4,8,1,8,"U"
"10741",4,9,5,6,5,6,9,7,4,9,7,4,2,10,4,7,"P"
"10742",6,8,9,6,6,10,6,3,6,10,3,8,4,8,5,10,"H"
"10743",4,7,6,5,4,8,8,8,5,6,7,10,3,8,4,6,"U"
"10744",4,4,6,7,3,8,8,8,8,6,7,8,2,7,6,10,"G"
"10745",2,0,3,1,1,7,8,4,0,7,8,8,7,9,0,8,"W"
"10746",3,6,4,4,1,7,7,6,2,7,6,8,3,8,4,8,"X"
"10747",4,7,6,5,3,7,7,7,6,7,6,8,4,9,4,8,"C"
"10748",5,10,6,8,6,7,7,13,1,6,6,8,6,9,0,6,"N"
"10749",8,11,8,8,9,4,10,2,3,9,8,7,9,13,3,5,"W"
"10750",3,7,5,5,7,8,9,5,1,7,7,8,7,9,2,8,"W"
"10751",5,6,7,8,8,8,6,4,3,7,7,7,7,12,6,7,"P"
"10752",1,0,1,0,0,5,10,6,1,9,6,5,0,9,2,8,"P"
"10753",3,4,4,3,3,5,7,4,7,7,6,11,3,8,5,9,"K"
"10754",8,15,6,8,5,8,6,5,6,10,5,9,6,7,8,10,"B"
"10755",3,2,4,3,2,6,8,8,7,8,7,12,2,9,4,10,"C"
"10756",5,11,7,8,5,6,11,2,5,13,7,4,2,10,2,7,"F"
"10757",4,5,5,6,4,8,9,4,4,7,6,8,3,7,7,7,"J"
"10758",4,9,6,6,3,4,11,3,4,9,12,9,3,10,1,8,"V"
"10759",4,8,4,6,3,8,5,8,5,9,4,8,3,8,3,8,"O"
"10760",4,5,4,7,3,7,7,14,2,5,6,8,6,8,0,8,"N"
"10761",6,10,8,8,9,7,9,6,4,9,9,7,8,8,5,12,"W"
"10762",4,8,5,6,4,8,5,8,6,5,7,8,3,6,6,11,"L"
"10763",2,4,3,3,2,7,7,6,3,9,6,8,2,8,2,8,"O"
"10764",3,4,5,2,3,8,8,3,5,9,5,7,3,6,4,10,"R"
"10765",5,8,8,7,8,8,7,3,3,7,5,8,7,9,6,5,"R"
"10766",4,10,6,7,4,8,9,2,6,13,6,5,1,10,3,9,"P"
"10767",5,10,6,8,6,6,8,9,7,7,7,5,3,6,5,9,"D"
"10768",3,10,5,8,4,11,3,2,2,9,2,9,3,5,3,8,"A"
"10769",3,8,6,6,4,11,2,2,2,9,2,9,3,5,3,8,"A"
"10770",6,10,7,8,3,6,6,9,9,6,5,6,3,8,4,8,"O"
"10771",4,10,7,7,2,7,8,4,3,7,14,8,3,9,0,8,"V"
"10772",5,7,8,5,5,4,9,2,6,10,9,10,3,8,3,6,"K"
"10773",2,3,3,2,1,8,7,6,3,9,6,8,2,8,2,8,"O"
"10774",3,6,5,4,6,9,8,4,5,7,6,6,4,8,8,5,"D"
"10775",1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,"I"
"10776",2,1,3,3,2,7,7,7,5,7,6,8,2,8,3,8,"O"
"10777",3,2,4,4,3,6,9,5,5,9,7,3,1,10,4,6,"P"
"10778",5,9,8,7,5,6,8,4,9,12,9,9,3,8,5,6,"E"
